timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1525247662149,436,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-fanfare,200,OK,Thread Group 1-4,text,true,,25064,0,4,4,347,0,0
1525247662364,371,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-cirque,200,OK,Thread Group 1-3,text,true,,25675,0,4,4,286,0,0
1525247662585,478,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-musique-chretienne,200,OK,Thread Group 1-4,text,true,,25809,0,4,4,476,0,0
1525247662736,368,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-clown,200,OK,Thread Group 1-3,text,true,,25657,0,4,4,283,0,0
1525247661616,1549,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/location-de-taureau-mecanique,200,OK,Thread Group 1-2,text,true,,23379,0,4,4,1464,0,0
1525247661570,1634,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/location-de-taureau-mecanique,200,OK,Thread Group 1-1,text,true,,23379,0,4,4,1548,0,0
1525247663063,394,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-country,200,OK,Thread Group 1-4,text,true,,22585,0,4,4,305,0,0
1525247663104,376,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-comedie,200,OK,Thread Group 1-3,text,true,,25424,0,4,4,291,0,0
1525247663481,436,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-personnages-costumes,200,OK,Thread Group 1-3,text,true,,23216,0,4,4,348,0,0
1525247663457,478,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/dj,200,OK,Thread Group 1-4,text,true,,38805,0,4,4,386,0,0
1525247663165,1095,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/mime,200,OK,Thread Group 1-2,text,true,,23449,0,4,4,1011,0,0
1525247663935,435,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-hip-hop,200,OK,Thread Group 1-4,text,true,,22578,0,3,3,350,0,0
1525247663918,484,https://qa.starofservice.com/annubis/ile-de-france/paris/paris-01/spectacle-de-danse,200,OK,Thread Group 1-3,text,true,,30541,0,3,3,394,0,0
